experiment_tag,time_to_reach_goal,path_length,cumulative_heading_changes,avg_distance_to_closest_person,minimum_distance_to_people,maximum_distance_to_people,intimate_space_intrusions,personal_space_intrusions,social_space_intrusions,group_intimate_space_intrusions,group_personal_space_intrusions,group_social_space_intrusions,completed,minimum_distance_to_target,final_distance_to_target,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_acceleration,avg_overacceleration,avg_pedestrian_velocity,avg_closest_pedestrian_velocity,social_force_on_agents,social_force_on_robot,social_work,obstacle_force_on_robot,obstacle_force_on_agents,run_id
2_towards_robot,19.6,16.665154891442665,4.883976404875284,7.577575244562516,0.5817979598402325,15.93483869209755,0.0,13.705583756345177,13.19796954314721,0.0,0.0,0.0,False,0.5284344831687828,0.5284344831687828,0,0,0.0,0.8510567945083083,0.2515943499164479,0.4708260103001207,4.708260103001208,0.7989098743587582,0.8505099898554044,4.9052405,4.905246,9.792327,0.0,2.7999864,0
