time_stamps,time_stamps,cumulative_heading_changes,avg_distance_to_closest_person,intimate_space_intrusions,personal_space_intrusions,social_space_intrusions,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_acceleration,avg_overacceleration,avg_pedestrian_velocity,avg_closest_pedestrian_velocity,social_force_on_agents,social_force_on_robot,social_work,obstacle_force_on_robot,obstacle_force_on_agents
0,0.0,0.0,0.7486441743975794,0,1,0,0,0,0,0.03678238391876221,-0.2984921634197235,0.0,0.0,0.6549243927001953,0.6598315238952637,0.051777083,0.051777083,0.10355417,0.0,0.063300595
1,0.85,0.06119547039270401,0.9473322488218567,0,1,0,0,0,0,0.4954598546028137,0.14333300292491913,0.539620553745943,0.6348477102893447,1.4804055094718933,1.5,0.0037871278,0.0037871278,0.0075458717,0.0,0.056880005
2,1.6800000000000002,0.31179625540971756,1.4007725265734572,0,0,1,0,0,0,0.6617458462715149,0.21835391223430634,0.2003445682755436,0.2413789979223417,1.499031126499176,1.5,0.0014346938,0.001434694,0.0027832375,0.0,0.047749836
3,2.52,0.03591062128543854,2.003575249927365,0,0,1,0,0,0,0.7154598236083984,-0.044238489121198654,0.06394521111533756,0.07612525132778282,1.4977996945381165,1.4954203367233276,0.0017490064,0.0017490085,0.00339738,0.0,0.035048664
4,3.36,0.029257893562316895,2.6777721866469535,0,0,1,0,0,0,0.6971250772476196,-0.1687418818473816,-0.021827079000927153,-0.02598461785824661,1.4943619668483734,1.4865987300872803,0.0040980917,0.004098096,0.00796655,0.0,0.02811994
5,4.2,0.31410573422908783,3.3056236293613086,0,0,1,0,0,0,0.7580372095108032,-0.1454477161169052,0.07251444317045666,0.08632671806006746,1.4891254305839539,1.4740667343139648,0.01418649,0.014186488,0.027458552,0.0,0.025944829
6,5.05,0.0459340363740921,3.811182297332288,0,0,0,0,0,0,0.7508143782615662,0.03508763015270233,-0.008497448528514188,-0.009996998268840223,1.4888348281383514,1.4811863899230957,0.035022963,0.03502295,0.06996521,0.0,0.015778884
7,5.88,0.024922043085098267,4.328532199080921,0,0,0,0,0,0,0.7732117772102356,0.01927008666098118,0.0269848180104451,0.03251182892824711,1.491482138633728,1.5,0.090318814,0.090318814,0.18059301,0.0,0.014939396
8,6.72,0.04079020768404007,4.228931190079531,0,0,0,0,0,0,0.8114340901374817,0.08298324048519135,0.04550275348481678,0.05416994462478188,1.4156475067138672,1.4538381099700928,0.06431191,0.06431191,0.12847719,0.0,0.22021288
9,7.55,0.01857738196849823,2.3723335537459076,0,0,1,0,0,0,0.7973445653915405,0.15732130408287048,-0.01697533101920622,-0.02045220604723641,1.432895541191101,1.39159095287323,0.5763085,0.5763085,1.0348413,0.0,0.115764745
10,8.37,0.07792496308684349,0.7091501587292832,0,1,0,0,0,0,0.649975061416626,0.2835623323917389,-0.17971890728648118,-0.2191693991298551,1.3999570608139038,1.2388705015182495,0.8424854,0.8424874,1.5480424,0.0,0.085856035
11,9.2,0.45423655584454536,0.2319904650360991,1,0,0,0,0,0,0.1625983715057373,-0.19568441808223724,-0.5872008312179382,-0.7074708809854677,1.2392023801803589,0.5337722301483154,0.16141033,0.16141027,0.32206535,0.0,0.19635373
12,10.04,0.09279486536979675,0.2180973920920749,1,0,0,0,0,0,0.4342648386955261,0.022871727123856544,0.3234124609402248,0.38501483445264856,1.1400781534612179,0.198492631316185,0.1547642,0.1547642,0.30940747,0.0,0.24730201
13,10.87,0.4002164155244827,0.23149939284530807,1,0,0,0,0,0,0.8368821144104004,0.7793554663658142,0.4850810550781618,0.5844350061182673,1.3449406176805496,0.9506035447120667,2.4559913e-06,2.4560125e-06,4.9120035e-06,0.0,0.10190645
14,11.72,0.44397012889385223,1.178604946390519,0,1,0,0,0,0,0.8026880621910095,0.08921432495117188,-0.04022829672869514,-0.04732740791611193,1.4619857966899872,1.5,2.7711758e-18,2.7711791e-18,4.890081e-18,0.0,0.21756582
15,12.54,0.0822395533323288,2.90288246920363,0,0,1,0,0,0,0.7976176738739014,-0.20527608692646027,-0.006183400386717262,-0.00754073217892349,1.396747499704361,1.4496965408325195,6.8056487e-19,6.8056487e-19,1.3611288e-18,0.0,0.38545904
16,13.36,0.619962528347969,4.724344670098615,0,0,0,0,0,0,0.8025047779083252,-0.6803884506225586,0.005959882968809547,0.0072681499619628625,0.9661964699625969,1.4442001581192017,5.3942667e-06,5.3942667e-06,1.0788468e-05,0.0,0.8342606
17,14.2,0.13857883214950562,6.506885536108312,0,0,0,0,0,0,0.7355026602745056,0.6784237027168274,-0.07976442575454712,-0.09495764970779419,0.6484409291297197,1.365740180015564,7.772392e-06,7.772396e-06,1.5525166e-05,0.0,0.9718653
