experiment_tag,time_to_reach_goal,path_length,cumulative_heading_changes,avg_distance_to_closest_person,minimum_distance_to_people,maximum_distance_to_people,intimate_space_intrusions,personal_space_intrusions,social_space_intrusions,group_intimate_space_intrusions,group_personal_space_intrusions,group_social_space_intrusions,completed,minimum_distance_to_target,final_distance_to_target,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_acceleration,avg_overacceleration,avg_pedestrian_velocity,avg_closest_pedestrian_velocity,social_force_on_agents,social_force_on_robot,social_work,obstacle_force_on_robot,obstacle_force_on_agents,run_id
narrower_hallway,58.59,12.923510981124878,4.237468541832641,9.81047593405383,0.1158325140669294,15.927402658703539,3.9182282793867125,1.5332197614991483,3.9182282793867125,0.0,0.0,0.0,False,4.050580012064405,4.072343410168067,0,0,0.0,0.24794817050788837,0.07313495292556368,0.14574525353556755,1.4574984593699378,0.29528913733025125,0.2908717420889997,11.730358,11.730361,23.368711,0.0,38.239166,0
narrower_hallway,20.3,16.431927910069465,5.012202899204567,5.859476882290625,0.03913351366648177,17.01895050970171,27.941176470588236,4.411764705882353,11.27450980392157,0.0,0.0,0.0,False,0.5610272067547067,0.5610272067547067,0,0,0.0,0.8175959953782606,0.24799763298309985,0.5316443450968055,5.316443450968055,0.928158417517575,0.9523146659975835,32.90436,32.904377,60.724014,0.0,53.422268,0
