scenario_group,method_path,method_label,experiment,raw_experiment,config,run_id,source_file,scenario_harmonized,time_sec,time_not_moving
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,10.9,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,11.0,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,11.1,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,11.2,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,11.3,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,11.4,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,11.5,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,11.6,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,11.7,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,11.8,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,11.9,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,12.0,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,12.1,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,12.2,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,12.3,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,12.4,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,12.5,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,12.6,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,12.7,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,12.8,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,12.9,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,13.0,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,13.1,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,13.2,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,13.3,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,13.4,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,13.5,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,13.6,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,13.7,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,13.8,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,13.9,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,14.0,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,14.1,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,14.2,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,14.3,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,14.4,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,14.5,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,14.6,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,14.7,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,14.8,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,14.9,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,15.0,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,15.1,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,15.2,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,15.3,0
doors_hallway,mcts,mcts,doors_hallway,doors_hallway,,0,metrics_steps_mcts_doors_hallway_doors_hallway_0.csv,True,15.4,0
