experiment_tag,time_to_reach_goal,path_length,cumulative_heading_changes,avg_distance_to_closest_person,minimum_distance_to_people,maximum_distance_to_people,intimate_space_intrusions,personal_space_intrusions,social_space_intrusions,group_intimate_space_intrusions,group_personal_space_intrusions,group_social_space_intrusions,completed,minimum_distance_to_target,final_distance_to_target,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_acceleration,avg_overacceleration,avg_pedestrian_velocity,avg_closest_pedestrian_velocity,social_force_on_agents,social_force_on_robot,social_work,obstacle_force_on_robot,obstacle_force_on_agents,run_id
nav2_t_shape_hallway,57.39,19.306472891250564,10.38911835779436,1.7325593647461717,0.0670193717812756,18.23649210161285,50.60869565217392,13.043478260869565,17.739130434782606,0.0,0.0,0.0,False,0.7952977076946424,1.0317013077301387,0,0,0.0,0.35507066131285997,0.18704592392674255,0.25640653028043675,2.5650572376869962,0.7888412073066297,0.49258120946829087,107.86144,107.86144,184.0651,0.0,225.45683,0
