experiment_tag,time_to_reach_goal,path_length,cumulative_heading_changes,avg_distance_to_closest_person,minimum_distance_to_people,maximum_distance_to_people,intimate_space_intrusions,personal_space_intrusions,social_space_intrusions,group_intimate_space_intrusions,group_personal_space_intrusions,group_social_space_intrusions,completed,minimum_distance_to_target,final_distance_to_target,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_acceleration,avg_overacceleration,avg_pedestrian_velocity,avg_closest_pedestrian_velocity,social_force_on_agents,social_force_on_robot,social_work,obstacle_force_on_robot,obstacle_force_on_agents,run_id
nav2_agents_doors_hallway,55.49,13.555326280568995,4.797274277487304,2.776914806524272,0.494500279132688,19.9498010112227,0.0,7.374100719424461,67.26618705035972,0.0,0.0,0.0,False,7.4072556776049705,7.4072556776049705,0,0,0.0,0.26917020900161576,0.0966827727082912,0.1564242874277785,1.5642807410082085,1.0667288455561186,1.2927276274612494,8.700699,8.700697,17.178568,0.0,175.74942,0
