experiment_tag,time_to_reach_goal,path_length,cumulative_heading_changes,avg_distance_to_closest_person,minimum_distance_to_people,maximum_distance_to_people,intimate_space_intrusions,personal_space_intrusions,social_space_intrusions,group_intimate_space_intrusions,group_personal_space_intrusions,group_social_space_intrusions,completed,minimum_distance_to_target,final_distance_to_target,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_acceleration,avg_overacceleration,avg_pedestrian_velocity,avg_closest_pedestrian_velocity,social_force_on_agents,social_force_on_robot,social_work,obstacle_force_on_robot,obstacle_force_on_agents,run_id
1_ahead_robot,18.4,16.32138096490528,4.043246586690657,2.8351784384642396,0.4348870696283518,3.7398650074184125,1.6216216216216217,8.108108108108109,76.75675675675676,0.0,0.0,0.0,False,0.5540506466519286,0.5540506466519286,0,0,0.0,0.8908554453704808,0.22485540058582587,0.5179273004870157,5.179273004870157,0.7810598849199359,0.7810598849199359,7.2073855,7.207386,14.414771,0.0,1.4715095,0
