time_stamps,time_stamps,cumulative_heading_changes,avg_distance_to_closest_person,intimate_space_intrusions,personal_space_intrusions,social_space_intrusions,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_acceleration,avg_overacceleration,avg_pedestrian_velocity,avg_closest_pedestrian_velocity,social_force_on_agents,social_force_on_robot,social_work,obstacle_force_on_robot,obstacle_force_on_agents
0,0.0,0.0,2.3125099287081308,0,0,1,0,0,0,0.04950305074453354,0.00013050490815658122,0.0,0.0,0.29298824071884155,0.29298824071884155,0.009301344,0.009301344,0.018602688,0.0,0.00014109816
1,0.1,1.2510077795013785e-05,2.272340209394917,0,0,1,0,0,0,0.14047741889953613,0.00022370026272255927,0.9097436815500259,9.09743681550026,0.6441813707351685,0.6441813707351685,0.04083102,0.04083102,0.08166204,0.0,0.0001417499
2,0.2,1.748246722854674e-05,2.2142259364095502,0,0,1,0,0,0,0.24055321514606476,0.0003109743120148778,1.0007579624652863,10.007579624652863,0.873256504535675,0.873256504535675,0.07069866,0.07069866,0.14139733,0.0,0.00014373829
3,0.3,2.0874867914244533e-05,2.1479528563594674,0,0,1,0,0,0,0.34179431200027466,0.00036682054633274674,1.012410968542099,10.12410968542099,1.02222740650177,1.02222740650177,0.08848519,0.08848519,0.17697038,0.0,0.00014813758
4,0.4,2.3411994334310293e-05,2.079875179552025,0,0,1,0,0,0,0.44338324666023254,0.00038314578705467284,1.0158893465995789,10.158893465995789,1.119507908821106,1.119507908821106,0.09444841,0.09444841,0.18889682,0.0,0.00015659689
5,0.5,2.4623324861750007e-05,2.0140457875667996,0,0,1,0,0,0,0.545103907585144,0.00022754824021831155,1.017206609249115,10.17206609249115,1.183838963508606,1.183838963508606,0.09136325,0.091363244,0.1827265,0.0,0.00017120133
6,0.6,2.5467306841164827e-05,1.9530490159609961,0,0,1,0,0,0,0.6471318602561951,0.00020970059267710894,1.0202795267105103,10.202795267105103,1.2274051904678345,1.2274051904678345,0.08200941,0.08200942,0.16401884,0.0,0.00019311204
7,0.7,0.01611946994671598,1.8960765035578708,0,0,1,0,0,0,0.7125830054283142,0.2590228319168091,0.6545114517211914,6.545114517211914,1.2569342851638794,1.2569342851638794,0.07878137,0.07878137,0.15756273,0.0,0.0002265569
8,0.8,0.03475341945886612,1.843541963745178,0,0,1,0,0,0,0.7548274993896484,0.5271687507629395,0.4224449396133423,4.224449396133423,1.2775721549987793,1.2775721549987793,0.07954194,0.07954194,0.15908387,0.0,0.00027085142
9,0.9,0.05171925574541092,1.7923323394630097,0,0,1,0,0,0,0.7661598324775696,0.4208099842071533,0.11332333087921143,1.1332333087921143,1.2903436422348022,1.2903436422348022,0.08778715,0.08778715,0.1755743,0.0,0.00033155293
10,1.0,0.05063168704509735,1.7377923915668552,0,0,1,0,0,0,0.7132183909416199,0.5468243360519409,-0.5294144153594971,-5.294144153594971,1.2952708005905151,1.2952708005905151,0.11532212,0.11532212,0.23064424,0.0,0.0004210774
11,1.1,0.05382192134857178,1.6737793163693446,0,0,1,0,0,0,0.6345277428627014,0.4463251233100891,-0.7869064807891846,-7.869064807891846,1.2920880317687988,1.2920880317687988,0.15414114,0.15414108,0.30828223,0.0,0.0005686828
